12002,kers,kers,kers,kers
12003,kersuk,kərsuʔ,ker.suk,kər.suʔ
12004,kertah,kərtah,ker.tah,kər.tah
12005,kertak,kərtaʔ,ker.tak,kər.taʔ
12006,kertang,kərtaŋ,ker.tang,kər.taŋ
12007,kertap,kərtap,ker.tap,kər.tap
12008,kertas,kərtas,ker.tas,kər.tas
12009,kertau,kərtau,ker.tau,kər.tau
12010,kertuk,kərtuʔ,ker.tuk,kər.tuʔ
12011,kertus,kərtus,ker.tus,kər.tus
12012,keruan,kəruan,ke.ru.an,kə.ru.an
12013,kerubung,kərubuŋ,ke.ru.bung,kə.ru.buŋ
12014,kerubut,kərubut,ke.ru.but,kə.ru.but
12015,kerucil,kərutʃil,ke.ru.cil,kə.ru.tʃil
12016,kerucut,kərutʃut,ke.ru.cut,kə.ru.tʃut
12017,kerudung,kəruduŋ,ke.ru.dung,kə.ru.duŋ
12018,kerugian,kərugian,ke.ru.gi.an,kə.ru.gi.an
12019,keruh,kəruh,ke.ruh,kə.ruh
12020,keruit,kəruit,ke.ru.it,kə.ru.it
12021,keruk,kəruʔ,ke.ruk,kə.ruʔ
12022,kerukunan,kərukunan,ke.ru.kun.an,kə.ru.kun.an
12023,kerukut,kərukut,ke.ru.kut,kə.ru.kut
12024,kerul,kərul,ke.rul,kə.rul
12025,keruma,kəruma,ke.ru.ma,kə.ru.ma
12026,kerumitan,kərumitan,ke.ru.mit.an,kə.ru.mit.an
12027,kerumit,kərumit,ke.ru.mit,kə.ru.mit
12028,kerumuk,kərumuʔ,ke.ru.muk,kə.ru.muʔ
12029,kerumunan,kərumunan,ke.ru.mun.an,kə.ru.mun.an
12030,kerumun,kərumun,ke.ru.mun,kə.ru.mun
12031,kerumus,kərumus,ke.ru.mus,kə.ru.mus
12032,kerung,kəruŋ,ke.rung,kə.ruŋ
12033,kerun,kərun,ke.run,kə.run
12034,kerunting,kəruntiŋ,ke.run.ting,kə.run.tiŋ
12035,keruntuhan,kəruntuhan,ke.run.tuh.an,kə.run.tuh.an
12036,keruntung,kəruntuŋ,ke.run.tung,kə.run.tuŋ
12037,kerunyut,kəruɲut,ke.ru.nyut,kə.ru.ɲut
12038,kerup,kərup,ke.rup,kə.rup
12039,kerupuk,kərupuʔ,ke.ru.puk,kə.ru.puʔ
12040,kerusakan,kərusakan,ke.ru.sak.an,kə.ru.sak.an
12041,kerusi,kərusi,ke.ru.si,kə.ru.si
12042,kerusuhan,kərusuhan,ke.ru.suh.an,kə.ru.suh.an
12043,kerutak,kərutaʔ,ke.ru.tak,kə.ru.taʔ
12044,kerut,kərut,ke.rut,kə.rut
12045,kerutup,kərutup,ke.ru.tup,kə.ru.tup
12046,keruwetan,kəruwətan,ke.ru.wet.an,kə.ru.wət.an
12047,keruyuk,kərujuʔ,ke.ru.yuk,kə.ru.juʔ
12048,kesabaran,kəsabaran,ke.sa.bar.an,kə.sa.bar.an
12049,kesadaran,kəsadaran,ke.sa.dar.an,kə.sa.dar.an
12050,kesahihan,kəsahihan,ke.sa.hih.an,kə.sa.hih.an
12051,kesah,kesah,ke.sah,ke.sah
12052,kesah,kəsah,ke.sah,kə.sah
12053,kesakitan,kəsakitan,ke.sa.kit.an,kə.sa.kit.an
12054,kesak,kəsaʔ,ke.sak,kə.saʔ
12055,kesaksamaan,kəsaʔsamaʔan,ke.sak.sa.ma.an,kə.saʔ.sa.ma.ʔan
12056,kesaksian,kəsaʔsian,ke.sak.si.an,kə.saʔ.si.an
12057,kesaktian,kəsaʔtian,ke.sak.ti.an,kə.saʔ.ti.an
12058,kesalahan,kəsalahan,ke.sa.lah.an,kə.sa.lah.an
12059,kesalahanmu,kəsalahanmu,ke.sa.lah.an.mu,kə.sa.lah.an.mu
12060,kesalahannya,kəsalahanɲa,ke.sa.lah.an.nya,kə.sa.lah.an.ɲa
12061,kesalahpahaman,kəsalahpahaman,ke.sa.lah.pa.ham.an,kə.sa.lah.pa.ham.an
12062,kesalehan,kəsalehan,ke.sa.leh.an,kə.sa.leh.an
12063,kesal,kəsal,ke.sal,kə.sal
12064,kesamaan,kəsamaʔan,ke.sa.ma.an,kə.sa.ma.ʔan
12065,kesama-rataan,kəsamarataʔan,ke.sa.ma.-ra.ta.an,kə.sa.ma.ra.ta.ʔan
12066,kesambet,kəsambət,ke.sam.bet,kə.sam.bət
12067,kesambi,kəsambi,ke.sam.bi,kə.sam.bi
12068,kesam,kəsam,ke.sam,kə.sam
12069,kesampaian,kəsampaian,ke.sam.pai.an,kə.sam.pai.an
12070,kesandung,kəsanduŋ,ke.san.dung,kə.san.duŋ
12071,kesanggupan,kəsaŋgupan,ke.sang.gup.an,kə.saŋ.gup.an
12072,kesanggupannya,kəsaŋgupanɲa,ke.sang.gup.an.nya,kə.saŋ.gup.an.ɲa
12073,kesangsang,kəsaŋsaŋ,ke.sang.sang,kə.saŋ.saŋ
12074,kesangsian,kəsaŋsian,ke.sang.si.an,kə.saŋ.si.an
12075,kesan,kəsan,ke.san,kə.san
12076,kesarjanaan,kəsardʒanaʔan,ke.sar.ja.na.an,kə.sar.dʒa.na.ʔan
12077,kesasar,kəsasar,ke.sa.sar,kə.sa.sar
12078,kesat,kəsat,ke.sat,kə.sat
12079,kesatria,kəsatria,ke.sat.ri.a,kə.sat.ri.a
12080,kesatuan,kəsatuan,ke.sa.tu.an,kə.sa.tu.an
12081,kesayangan,kəsajaŋan,ke.sa.yang.an,kə.sa.jaŋ.an
12082,kesayangannya,kəsajaŋanɲa,ke.sa.yang.an.nya,kə.sa.jaŋ.an.ɲa
12083,kesayupan,kəsajupan,ke.sa.yup.an,kə.sa.jup.an
12084,kesebatan,kəsebatan,ke.se.bat.an,kə.se.bat.an
12085,kesebelasan,kəsəbəlasan,ke.se.be.las.an,kə.sə.bə.las.an
12086,keseberangan,kəsəbəraŋan,ke.se.be.rang.an,kə.sə.bə.raŋ.an
12087,kesedakan,kəsədakan,ke.se.dak.an,kə.sə.dak.an
12088,kesedapan,kəsədapan,ke.se.dap.an,kə.sə.dap.an
12089,kesederhanaan,kəsədərhanaʔan,ke.se.der.ha.na.an,kə.sə.dər.ha.na.ʔan
12090,kesediaan,kəsədiaʔan,ke.se.di.a.an,kə.sə.di.a.ʔan
