21802,pergam,pərgam,per.gam,pər.gam
21803,pergantian,pərgantian,per.gan.ti.an,pər.gan.ti.an
21804,pergantungan,pərgantuŋan,per.gan.tung.an,pər.gan.tuŋ.an
21805,pergaulan,pərgaulan,per.ga.ul.an,pər.ga.ul.an
21806,pergelangan,pərgəlaŋan,per.ge.lang.an,pər.gə.laŋ.an
21807,pergelutan,pərgəlutan,per.ge.lut.an,pər.gə.lut.an
21808,pergerakan,pərgərakan,per.ge.rak.an,pər.gə.rak.an
21809,pergeseran,pərgeseran,per.ge.ser.an,pər.ge.ser.an
21810,pergilah,pərgilah,per.gi.lah,pər.gi.lah
21811,perginya,pərgiɲa,per.gi.nya,pər.gi.ɲa
21812,pergi,pərgi,per.gi,pər.gi
21813,pergok,pərgoʔ,per.gok,pər.goʔ
21814,pergolakan,pərgolakan,per.go.lak.an,pər.go.lak.an
21815,pergola,pərgola,per.go.la,pər.go.la
21816,pergudangan,pərgudaŋan,per.gu.dang.an,pər.gu.daŋ.an
21817,pergulatan,pərgulatan,per.gu.lat.an,pər.gu.lat.an
21818,pergumulan,pərgumulan,per.gu.mul.an,pər.gu.mul.an
21819,perguruan,pərguruan,per.gu.ru.an,pər.gu.ru.an
21820,perhambaan,pərhambaʔan,per.ham.ba.an,pər.ham.ba.ʔan
21821,perhatiannya,pərhatianɲa,per.ha.ti.an.nya,pər.ha.ti.an.ɲa
21822,perhatian,pərhatian,per.ha.ti.an,pər.ha.ti.an
21823,perhatikan,pərhatikan,per.ha.ti.kan,pər.ha.ti.kan
21824,perhentian,pərhəntian,per.hen.ti.an,pər.hən.ti.an
21825,perhiasan,pərhiasan,per.hi.as.an,pər.hi.as.an
21826,perhimpunan,pərhimpunan,per.him.pun.an,pər.him.pun.an
21827,perhitungan,pərhituŋan,per.hi.tung.an,pər.hi.tuŋ.an
21828,perhotelan,pərhotelan,per.ho.tel.an,pər.ho.tel.an
21829,perhubungan,pərhubuŋan,per.hu.bung.an,pər.hu.buŋ.an
21830,perhutanan,pərhutanan,per.hu.tan.an,pər.hu.tan.an
21831,periang,pəriaŋ,pe.ri.ang,pə.ri.aŋ
21832,perian,pərian,pe.ri.an,pə.ri.an
21833,peria,pəria,pe.ri.a,pə.ri.a
21834,peribadatan,pəribadatan,per.i.ba.dat.an,pər.ʔi.ba.dat.an
21835,peribadi,pəribadi,pe.ri.ba.di,pə.ri.ba.di
21836,peribahasa,pəribahasa,pe.ri.ba.ha.sa,pə.ri.ba.ha.sa
21837,peribudi,pəribudi,pe.ri.bu.di,pə.ri.bu.di
21838,peridi,pəridi,pe.ri.di,pə.ri.di
21839,periferal,perifəral,pe.ri.fe.ral,pe.ri.fə.ral
21840,periferi,periferi,pe.ri.fe.ri,pe.ri.fe.ri
21841,perifer,perifer,pe.ri.fer,pe.ri.fer
21842,perigel,pərigəl,pe.ri.gel,pə.ri.gəl
21843,perigi,pərigi,pe.ri.gi,pə.ri.gi
21844,perihal,pərihal,pe.ri.hal,pə.ri.hal
21845,perih,pərih,pe.rih,pə.rih
21846,perikanan,pərikanan,per.i.kan.an,pər.ʔi.kan.an
21847,perikarditis,perikarditis,pe.ri.kar.di.tis,pe.ri.kar.di.tis
21848,perikatan,pərikatan,per.i.kat.an,pər.ʔi.kat.an
21849,perikemanusiaan,pərikəmanusiaʔan,pe.ri.ke.ma.nu.si.a.an,pə.ri.kə.ma.nu.si.a.ʔan
21850,periklanan,pəriʔlanan,per.ik.lan.an,pər.ʔik.lan.an
21851,periksa,pəriʔsa,pe.rik.sa,pə.riʔ.sa
21852,perilakunya,pərilakuɲa,pe.ri.la.ku.nya,pə.ri.la.ku.ɲa
21853,perilaku,pərilaku,pe.ri.la.ku,pə.ri.la.ku
21854,perimbangan,pərimbaŋan,per.im.bang.an,pər.ʔim.baŋ.an
21855,perimeter,perimetər,pe.ri.me.ter,pe.ri.me.tər
21856,perimpin,pərimpin,pe.rim.pin,pə.rim.pin
21857,perincian,pərintʃian,pe.rin.ci.an,pə.rin.tʃi.an
21858,perinci,pərintʃi,pe.rin.ci,pə.rin.tʃi
21859,perincit,pərintʃit,pe.rin.cit,pə.rin.tʃit
21860,perindu,pərindu,pe.rin.du,pə.rin.du
21861,perindustrian,pərindustrian,per.in.dus.tri.an,pər.ʔin.dus.tri.an
21862,peringatan,pəriŋatan,per.i.ngat.an,pər.ʔi.ŋat.an
21863,peringgan,pəriŋgan,pe.ring.gan,pə.riŋ.gan
21864,peringgi,pəriŋgi,pe.ring.gi,pə.riŋ.gi
21865,peringgitan,pəriŋgitan,pe.ring.git.an,pə.riŋ.git.an
