17402,mengomel,məŋomel,meng.o.mel,məŋ.ʔo.mel
17403,mengongkong,məŋoŋkoŋ,me.ngong.kong,mə.ŋoŋ.koŋ
17404,mengontak,məŋontaʔ,me.ngon.tak,mə.ŋon.taʔ
17405,mengontrak,məŋontraʔ,me.ngon.trak,mə.ŋon.traʔ
17406,mengopek,məŋopeʔ,me.ngo.pek,mə.ŋo.peʔ
17407,mengoperasi,məŋopərasi,meng.o.pe.ra.si,məŋ.ʔo.pə.ra.si
17408,mengoper,məŋopər,meng.o.per,məŋ.ʔo.pər
17409,mengoptimalkan,məŋoptimalkan,meng.op.ti.mal.kan,məŋ.ʔop.ti.mal.kan
17410,mengoptimumkan,məŋoptimumkan,meng.op.ti.mum.kan,məŋ.ʔop.ti.mum.kan
17411,mengorak,məŋoraʔ,meng.o.rak,məŋ.ʔo.raʔ
17412,mengorbankan,məŋorbankan,me.ngor.ban.kan,mə.ŋor.ban.kan
17413,mengorek,məŋoreʔ,me.ngo.rek,mə.ŋo.reʔ
17414,mengorok,məŋoroʔ,meng.o.rok,məŋ.ʔo.roʔ
17415,mengosongkan,məŋosoŋkan,me.ngo.song.kan,mə.ŋo.soŋ.kan
17416,mengotakan,məŋotakan,me.ngo.ta.kan,mə.ŋo.ta.kan
17417,mengot,meŋot,me.ngot,me.ŋot
17418,mengotori,məŋotori,me.ngo.tor.i,mə.ŋo.tor.i
17419,mengoyakkan,məŋojaʔkan,me.ngo.yak.kan,mə.ŋo.jaʔ.kan
17420,mengoyak,məŋojaʔ,me.ngo.yak,mə.ŋo.jaʔ
17421,mengsol,meŋsol,meng.sol,meŋ.sol
17422,menguakkan,məŋuaʔkan,me.ngu.ak.kan,mə.ŋu.aʔ.kan
17423,menguak,məŋuaʔ,me.ngu.ak,mə.ŋu.aʔ
17424,menguap,məŋuap,meng.u.ap,məŋ.ʔu.ap
17425,menguasai,məŋuasai,me.ngu.a.sa.i,mə.ŋu.a.sa.i
17426,menguasakan,məŋuasakan,me.ngu.a.sa.kan,mə.ŋu.a.sa.kan
17427,menguatkan,məŋuatkan,me.ngu.at.kan,mə.ŋu.at.kan
17428,menguatkuasakan,məŋuatkuasakan,me.ngu.at.ku.a.sa.kan,mə.ŋu.at.ku.a.sa.kan
17429,menguat,məŋuat,me.ngu.at,mə.ŋu.at
17430,mengubah,məŋubah,meng.u.bah,məŋ.ʔu.bah
17431,mengubur,məŋubur,me.ngu.bur,mə.ŋu.bur
17432,mengucapkan,məŋutʃapkan,meng.u.cap.kan,məŋ.ʔu.tʃap.kan
17433,mengucap,məŋutʃap,meng.u.cap,məŋ.ʔu.tʃap
17434,menguduskan,məŋuduskan,me.ngu.dus.kan,mə.ŋu.dus.kan
17435,mengugut,məŋugut,meng.u.gut,məŋ.ʔu.gut
17436,menguis,məŋuis,meng.u.is,məŋ.ʔu.is
17437,menguji,məŋudʒi,meng.u.ji,məŋ.ʔu.dʒi
17438,mengukirkan,məŋukirkan,meng.u.kir.kan,məŋ.ʔu.kir.kan
17439,mengukir,məŋukir,meng.u.kir,məŋ.ʔu.kir
17440,mengukuhkan,məŋukuhkan,me.ngu.kuh.kan,mə.ŋu.kuh.kan
17441,mengukur,məŋukur,meng.u.kur,məŋ.ʔu.kur
17442,mengulangi,məŋulaŋi,meng.u.lang.i,məŋ.ʔu.laŋ.i
17443,mengulang,məŋulaŋ,meng.u.lang,məŋ.ʔu.laŋ
17444,mengulas,məŋulas,meng.u.las,məŋ.ʔu.las
17445,menguliti,məŋuliti,me.ngu.lit.i,mə.ŋu.lit.i
17446,mengulurkan,məŋulurkan,meng.u.lur.kan,məŋ.ʔu.lur.kan
