8802,gelembung,gələmbuŋ,ge.lem.bung,gə.ləm.buŋ
8803,gelendong,gəlendoŋ,ge.len.dong,gə.len.doŋ
8804,geleng,geleŋ,ge.leng,ge.leŋ
8805,geliat,gəliat,ge.li.at,gə.li.at
8806,geliga,gəliga,ge.li.ga,gə.li.ga
8807,geli,gəli,ge.li,gə.li
8808,gelimpang,gəlimpaŋ,ge.lim.pang,gə.lim.paŋ
8809,gelincir,gəlintʃir,ge.lin.cir,gə.lin.tʃir
8810,gelinding,gəlindiŋ,ge.lin.ding,gə.lin.diŋ
8811,gelisah,gəlisah,ge.li.sah,gə.li.sah
8812,gelita,gəlita,ge.li.ta,gə.li.ta
8813,gelitik,gəlitiʔ,ge.li.tik,gə.li.tiʔ
8814,geliut,gəliut,ge.li.ut,gə.li.ut
8815,gelombang,gəlombaŋ,ge.lom.bang,gə.lom.baŋ
8816,gelondong,gəlondoŋ,ge.lon.dong,gə.lon.doŋ
8817,gelora,gəlora,ge.lo.ra,gə.lo.ra
8818,gelugur,gəlugur,ge.lu.gur,gə.lu.gur
8819,gelung,gəluŋ,ge.lung,gə.luŋ
8820,gelut,gəlut,ge.lut,gə.lut
8821,gema,gəma,ge.ma,gə.ma
8822,gemala,gəmala,ge.ma.la,gə.ma.la
8823,gemalai,gəmalai,ge.ma.lai,gə.ma.lai
8824,gemar,gəmar,ge.mar,gə.mar
8825,gemas,gəmas,ge.mas,gə.mas
8826,gembala,gəmbala,gem.ba.la,gəm.ba.la
8827,gembira,gəmbira,gem.bi.ra,gəm.bi.ra
8828,gembok,gəmboʔ,gem.bok,gəm.boʔ
8829,gembong,gemboŋ,gem.bong,gem.boŋ
8830,gembong,gəmboŋ,gem.bong,gəm.boŋ
8831,gembor,gəmbor,gem.bor,gəm.bor
8832,gembreng,gəmbreŋ,gem.breng,gəm.breŋ
8833,gembur,gəmbur,gem.bur,gəm.bur
8834,gementar,gəməntar,ge.men.tar,gə.mən.tar
8835,gemerincing,gəmərintʃiŋ,ge.me.rin.cing,gə.mə.rin.tʃiŋ
8836,gemerlapan,gəmərlapan,ge.mer.lap.an,gə.mər.lap.an
8837,gemerlap,gəmərlap,ge.mer.lap,gə.mər.lap
8838,gemetar,gəmətar,ge.me.tar,gə.mə.tar
8839,gemilang,gəmilaŋ,ge.mi.lang,gə.mi.laŋ
8840,gemilap,gəmilap,ge.mi.lap,gə.mi.lap
8841,gempa,gəmpa,gem.pa,gəm.pa
8842,gempar,gəmpar,gem.par,gəm.par
8843,gempita,gəmpita,gem.pi.ta,gəm.pi.ta
8844,gempur,gəmpur,gem.pur,gəm.pur
8845,gemuk,gəmuʔ,ge.muk,gə.muʔ
8846,gemulai,gəmulai,ge.mu.lai,gə.mu.lai
8847,gemuruh,gəmuruh,ge.mu.ruh,gə.mu.ruh
8848,genangan,gənaŋan,ge.nang.an,gə.naŋ.an
8849,genap,gənap,ge.nap,gə.nap
8850,genapi,gənapi,ge.nap.i,gə.nap.i
8851,gencar,gəntʃar,gen.car,gən.tʃar
8852,gencatan,gəntʃatan,gen.cat.an,gən.tʃat.an
8853,gencat,gəntʃat,gen.cat,gən.tʃat
8854,gendala,gəndala,gen.da.la,gən.da.la
8855,gendang,gəndaŋ,gen.dang,gən.daŋ
8856,genderang,gəndəraŋ,gen.de.rang,gən.də.raŋ
8857,gendongan,gendoŋan,gen.dong.an,gen.doŋ.an
8858,gendut,gəndut,gen.dut,gən.dut
8859,generalisasi,generalisasi,ge.ne.ra.li.sa.si,ge.ne.ra.li.sa.si
8860,generalis,generalis,ge.ne.ra.lis,ge.ne.ra.lis
8861,generasi,generasi,ge.ne.ra.si,ge.ne.ra.si
8862,generator,generator,ge.ne.ra.tor,ge.ne.ra.tor
8863,generator,genərator,ge.ne.ra.tor,ge.nə.ra.tor
8864,generik,generiʔ,ge.ne.rik,ge.ne.riʔ
8865,genesis,genesis,ge.ne.sis,ge.ne.sis
8866,genetika,genetika,ge.ne.ti.ka,ge.ne.ti.ka
8867,genetik,genetiʔ,ge.ne.tik,ge.ne.tiʔ
8868,genetis,genətis,ge.ne.tis,ge.nə.tis
8869,gen,gen,gen,gen
8870,gen,gən,gen,gən
8871,genggaman,gəŋgaman,geng.gam.an,gəŋ.gam.an
8872,genggam,gəŋgam,geng.gam,gəŋ.gam
8873,genggang,geŋgaŋ,geng.gang,geŋ.gaŋ
8874,genggang,gəŋgaŋ,geng.gang,gəŋ.gaŋ
8875,geng,geŋ,geng,geŋ
8876,gengsi,geŋsi,geng.si,geŋ.si
8877,genit,gənit,ge.nit,gə.nit
8878,genitif,genitif,ge.ni.tif,ge.ni.tif
8879,genius,genius,ge.ni.us,ge.ni.us
8880,genta,gənta,gen.ta,gən.ta
8881,gentar,gəntar,gen.tar,gən.tar
8882,genteng,gənteŋ,gen.teng,gən.teŋ
8883,genting,gəntiŋ,gen.ting,gən.tiŋ
8884,genus,genus,ge.nus,ge.nus
8885,geodesi,geodesi,ge.o.de.si,ge.o.de.si
8886,geofisika,geofisika,ge.o.fi.si.ka,ge.o.fi.si.ka
8887,geografi,geografi,ge.o.gra.fi,ge.o.gra.fi
8888,geografis,geografis,ge.o.gra.fis,ge.o.gra.fis
8889,geologi,geologi,ge.o.lo.gi,ge.o.lo.gi
8890,geologis,geologis,ge.o.lo.gis,ge.o.lo.gis
8891,geometri,geometri,ge.o.met.ri,ge.o.met.ri
8892,geometrik,geometriʔ,ge.o.met.rik,ge.o.met.riʔ
8893,geometris,geometris,ge.o.met.ris,ge.o.met.ris
8894,geopolitik,geopolitiʔ,ge.o.po.li.tik,ge.o.po.li.tiʔ
8895,geopolitis,geopolitis,ge.o.po.li.tis,ge.o.po.li.tis
8896,gepeng,gepeŋ,ge.peng,ge.peŋ
8897,gerabak,gərabaʔ,ge.ra.bak,gə.ra.baʔ
8898,geragau,gəragau,ge.ra.gau,gə.ra.gau
8899,geraham,gəraham,ge.ra.ham,gə.ra.ham
8900,gerah,gərah,ge.rah,gə.rah
8901,gerai,gərai,ge.rai,gə.rai
