14302,memapas,məmapas,me.ma.pas,mə.ma.pas
14303,memarahi,məmarahi,me.ma.rah.i,mə.ma.rah.i
14304,memarang,məmaraŋ,me.ma.rang,mə.ma.raŋ
14305,memar,məmar,me.mar,mə.mar
14306,memarut,məmarut,me.ma.rut,mə.ma.rut
14307,memasak,məmasaʔ,me.ma.sak,mə.ma.saʔ
14308,memasang,məmasaŋ,me.ma.sang,mə.ma.saŋ
14309,memasarkan,məmasarkan,me.ma.sar.kan,mə.ma.sar.kan
14310,memasok,məmasoʔ,me.ma.sok,mə.ma.soʔ
14311,memastikan,məmastikan,me.mas.ti.kan,mə.mas.ti.kan
14312,memasuki,məmasuki,me.ma.suk.i,mə.ma.suk.i
14313,memasukkan,məmasuʔkan,me.ma.suk.kan,mə.ma.suʔ.kan
14314,memasyhurkan,məmasjhurkan,me.masy.hur.kan,mə.masj.hur.kan
14315,mematahkan,məmatahkan,me.ma.tah.kan,mə.ma.tah.kan
14316,mematangkan,məmataŋkan,me.ma.tang.kan,mə.ma.taŋ.kan
14317,mematikan,məmatikan,me.ma.ti.kan,mə.ma.ti.kan
14318,mematuhi,məmatuhi,me.ma.tuh.i,mə.ma.tuh.i
14319,membabak,məmbabaʔ,mem.ba.bak,məm.ba.baʔ
14320,membaban,məmbaban,mem.ba.ban,məm.ba.ban
14321,membabar,məmbabar,mem.ba.bar,məm.ba.bar
14322,membabati,məmbabati,mem.ba.bat.i,məm.ba.bat.i
14323,membabatkan,məmbabatkan,mem.ba.bat.kan,məm.ba.bat.kan
14324,membabat,məmbabat,mem.ba.bat,məm.ba.bat
14325,membabi,məmbabi,mem.ba.bi,məm.ba.bi
14326,membabitkan,məmbabitkan,mem.ba.bit.kan,məm.ba.bit.kan
14327,membacah,məmbatʃah,mem.ba.cah,məm.ba.tʃah
14328,membacai,məmbatʃai,mem.ba.ca.i,məm.ba.tʃa.i
14329,membacakan,məmbatʃakan,mem.ba.ca.kan,məm.ba.tʃa.kan
14330,membaca,məmbatʃa,mem.ba.ca,məm.ba.tʃa
