13102,lala,lala,la.la,la.la
13103,lalang,lalaŋ,la.lang,la.laŋ
13104,lalap,lalap,la.lap,la.lap
13105,lalat,lalat,la.lat,la.lat
13106,lali,lali,la.li,la.li
13107,lalim,lalim,la.lim,la.lim
13108,laluan,laluan,la.lu.an,la.lu.an
13109,lalu,lalu,la.lu,la.lu
13110,lalu-lintas,lalulintas,la.lu-.lin.tas,la.lu.lin.tas
13111,lalulintas,lalulintas,la.lu.lin.tas,la.lu.lin.tas
13112,lama,lama,la.ma,la.ma
13113,laman,laman,la.man,la.man
13114,lamanya,lamaɲa,la.ma.nya,la.ma.ɲa
13115,lamaran,lamaran,la.mar.an,la.mar.an
13116,lamar,lamar,la.mar,la.mar
13117,lamat,lamat,la.mat,la.mat
13118,lambaian,lambaian,lam.bai.an,lam.bai.an
13119,lambai,lambai,lam.bai,lam.bai
13120,lambakan,lambakan,lam.ba.kan,lam.ba.kan
13121,lambang,lambaŋ,lam.bang,lam.baŋ
13122,lamban,lamban,lam.ban,lam.ban
13123,lambat,lambat,lam.bat,lam.bat
13124,lambatnya,lambatɲa,lam.bat.nya,lam.bat.ɲa
13125,lambung,lambuŋ,lam.bung,lam.buŋ
13126,lambungnya,lambuŋɲa,lam.bung.nya,lam.buŋ.ɲa
13127,lampai,lampai,lam.pai,lam.pai
13128,lampam,lampam,lam.pam,lam.pam
13129,lampaui,lampaui,lam.pau.i,lam.pau.i
13130,lampau,lampau,lam.pau,lam.pau
13131,lampias,lampias,lam.pi.as,lam.pi.as
13132,lampin,lampin,lam.pin,lam.pin
13133,lampiran,lampiran,lam.pir.an,lam.pir.an
13134,lampir,lampir,lam.pir,lam.pir
13135,lampu,lampu,lam.pu,lam.pu
13136,lampunya,lampuɲa,lam.pu.nya,lam.pu.ɲa
13137,lamunan,lamunan,la.mun.an,la.mun.an
13138,lamun,lamun,la.mun,la.mun
13139,lamur,lamur,la.mur,la.mur
13140,lanang,lanaŋ,la.nang,la.naŋ
13141,lanar,lanar,la.nar,la.nar
13142,lancang,lantʃaŋ,lan.cang,lan.tʃaŋ
13143,lancar,lantʃar,lan.car,lan.tʃar
13144,lancip,lantʃip,lan.cip,lan.tʃip
13145,landai,landai,lan.dai,lan.dai
13146,landak,landaʔ,lan.dak,lan.daʔ
13147,landa,landa,lan.da,lan.da
13148,landasan,landasan,lan.das.an,lan.das.an
13149,landas,landas,lan.das,lan.das
13150,landskap,landskap,land.skap,land.skap
13151,langau,laŋau,la.ngau,la.ŋau
13152,langgam,laŋgam,lang.gam,laŋ.gam
13153,langganan,laŋganan,lang.gan.an,laŋ.gan.an
13154,langgang,laŋgaŋ,lang.gang,laŋ.gaŋ
13155,langgan,laŋgan,lang.gan,laŋ.gan
13156,langgar,laŋgar,lang.gar,laŋ.gar
13157,langgeng,laŋgəŋ,lang.geng,laŋ.gəŋ
13158,langit,laŋit,la.ngit,la.ŋit
13159,langkah,laŋkah,lang.kah,laŋ.kah
13160,langkahnya,laŋkahɲa,lang.kah.nya,laŋ.kah.ɲa
13161,langka,laŋka,lang.ka,laŋ.ka
13162,langsat,laŋsat,lang.sat,laŋ.sat
13163,langsing,laŋsiŋ,lang.sing,laŋ.siŋ
13164,langsir,laŋsir,lang.sir,laŋ.sir
13165,langsuir,laŋsuir,lang.su.ir,laŋ.su.ir
13166,langsung,laŋsuŋ,lang.sung,laŋ.suŋ
13167,langut,laŋut,la.ngut,la.ŋut
13168,lanjur,landʒur,lan.jur,lan.dʒur
13169,lanjutan,landʒutan,lan.jut.an,lan.dʒut.an
13170,lanjut,landʒut,lan.jut,lan.dʒut
13171,lanjutnya,landʒutɲa,lan.jut.nya,lan.dʒut.ɲa
13172,lanskap,lanskap,lan.skap,lan.skap
13173,lans,lans,lans,lans
13174,lantai,lantai,lan.tai,lan.tai
13175,lantak,lantaʔ,lan.tak,lan.taʔ
13176,lantang,lantaŋ,lan.tang,lan.taŋ
13177,lantaran,lantaran,lan.tar.an,lan.tar.an
13178,lantar,lantar,lan.tar,lan.tar
13179,lantas,lantas,lan.tas,lan.tas
13180,lantik,lantiʔ,lan.tik,lan.tiʔ
13181,lanting,lantiŋ,lan.ting,lan.tiŋ
13182,lantung,lantuŋ,lan.tung,lan.tuŋ
13183,lantun,lantun,lan.tun,lan.tun
13184,lanun,lanun,la.nun,la.nun
13185,laos,laos,la.os,la.os
13186,lapangan,lapaŋan,la.pang.an,la.paŋ.an
13187,lapang,lapaŋ,la.pang,la.paŋ
13188,lapan,lapan,la.pan,la.pan
13189,lapar,lapar,la.par,la.par
13190,lapik,lapiʔ,la.pik,la.piʔ
13191,lapisan,lapisan,la.pis.an,la.pis.an
13192,lapis,lapis,la.pis,la.pis
13193,lap,lap,lap,lap
13194,laporan,laporan,la.por.an,la.por.an
13195,lapor,lapor,la.por,la.por
13196,lapuk,lapuʔ,la.puk,la.puʔ
13197,lara,lara,la.ra,la.ra
13198,laram,laram,la.ram,la.ram
13199,larangan,laraŋan,la.rang.an,la.raŋ.an
13200,larang,laraŋ,la.rang,la.raŋ
13201,laras,laras,la.ras,la.ras
