22502,polah,polah,po.lah,po.lah
22503,polan,polan,po.lan,po.lan
22504,pola,pola,po.la,po.la
22505,polarisasi,polarisasi,po.la.ri.sa.si,po.la.ri.sa.si
22506,polaritas,polaritas,po.la.ri.tas,po.la.ri.tas
22507,polemik,polemiʔ,po.le.mik,po.le.miʔ
22508,poliandri,poliandri,po.li.an.dri,po.li.an.dri
22509,poligami,poligami,po.li.ga.mi,po.li.ga.mi
22510,poligon,poligon,po.li.gon,po.li.gon
22511,poliklinik,poliʔliniʔ,po.li.kli.nik,po.li.kli.niʔ
22512,polio,polio,po.li.o,po.li.o
22513,polisi,polisi,po.li.si,po.li.si
22514,polis,polis,po.lis,po.lis
22515,politeknik,politeʔniʔ,po.li.tek.nik,po.li.teʔ.niʔ
22516,politiknya,politiʔɲa,po.li.tik.nya,po.li.tiʔ.ɲa
22517,politik,politiʔ,po.li.tik,po.li.tiʔ
22518,politikus,politikus,po.li.ti.kus,po.li.ti.kus
22519,politis,politis,po.li.tis,po.li.tis
22520,polong,poloŋ,po.long,po.loŋ
22521,polo,polo,po.lo,po.lo
22522,polos,polos,po.los,po.los
22523,polri,polri,pol.ri,pol.ri
22524,polusi,polusi,po.lu.si,po.lu.si
22525,pompa,pompa,pom.pa,pom.pa
22526,pondan,pondan,pon.dan,pon.dan
22527,pondok,pondoʔ,pon.dok,pon.doʔ
22528,pongah,poŋah,po.ngah,po.ŋah
22529,pong,poŋ,pong,poŋ
22530,pon,pon,pon,pon
22531,pontang,pontaŋ,pon.tang,pon.taŋ
22532,pontianak,pontianaʔ,pon.ti.a.nak,pon.ti.a.naʔ
22533,popok,popoʔ,po.pok,po.poʔ
22534,popor,popor,po.por,po.por
22535,popularisasi,popularisasi,po.pu.la.ri.sa.si,po.pu.la.ri.sa.si
22536,popularitas,popularitas,po.pu.la.ri.tas,po.pu.la.ri.tas
22537,popular,popular,po.pu.lar,po.pu.lar
22538,populasi,populasi,po.pu.la.si,po.pu.la.si
22539,populer,populer,po.pu.ler,po.pu.ler
22540,pora,pora,po.ra,po.ra
22541,pori,pori,po.ri,po.ri
22542,pornografi,pornografi,por.no.gra.fi,por.no.gra.fi
22543,porno,porno,por.no,por.no
22544,porositas,porositas,po.ro.si.tas,po.ro.si.tas
22545,poros,poros,po.ros,po.ros
22546,porselen,porsəlen,por.se.len,por.sə.len
22547,porsi,porsi,por.si,por.si
22548,port,port,port,port
22549,portret,portret,por.tret,por.tret
22550,posisi,posisi,po.si.si,po.si.si
22551,positif,positif,po.si.tif,po.si.tif
22552,pos,pos,pos,pos
22553,poster,postər,pos.ter,pos.tər
22554,potensial,potensial,po.ten.si.al,po.ten.si.al
22555,potensi,potensi,po.ten.si,po.ten.si
22556,potlot,potlot,pot.lot,pot.lot
22557,potongan,potoŋan,po.tong.an,po.toŋ.an
22558,potong,potoŋ,po.tong,po.toŋ
22559,pot,pot,pot,pot
22560,potret,potret,pot.ret,pot.ret
22561,prabayar,prabajar,pra.ba.yar,pra.ba.jar
22562,prabu,prabu,pra.bu,pra.bu
22563,pragmatik,pragmatiʔ,prag.ma.tik,prag.ma.tiʔ
22564,pragmatis,pragmatis,prag.ma.tis,prag.ma.tis
22565,prahara,prahara,pra.ha.ra,pra.ha.ra
22566,praja,pradʒa,pra.ja,pra.dʒa
22567,prajurit,pradʒurit,pra.ju.rit,pra.dʒu.rit
22568,prakarsa,prakarsa,pra.kar.sa,pra.kar.sa
22569,prakata,prakata,pra.ka.ta,pra.ka.ta
22570,prakiraan,prakiraʔan,pra.ki.ra.an,pra.ki.ra.ʔan
22571,praktik,praʔtiʔ,prak.tik,praʔ.tiʔ
22572,praktis,praʔtis,prak.tis,praʔ.tis
22573,pramugara,pramugara,pra.mu.ga.ra,pra.mu.ga.ra
22574,pramugari,pramugari,pra.mu.ga.ri,pra.mu.ga.ri
22575,pramuka,pramuka,pra.mu.ka,pra.mu.ka
22576,pramuniaga,pramuniaga,pra.mu.ni.a.ga,pra.mu.ni.a.ga
22577,pramuwisata,pramuwisata,pra.mu.wi.sa.ta,pra.mu.wi.sa.ta
